Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1450,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,0,0,0,0,0,0,0,0,1,1,17,4
1451,Rony Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,28.1,55,32,15,27,13,23,2,21,16,71,22,0
1452,Adrián López,es ESP,FWMF,La Coruña,es La Liga,29,1988,26.1,24,14,11,8,5,22,4,18,10,34,49,0
1453,Alberto López,es ESP,DF,Málaga,es La Liga,22,1995,0.5,1,1,0,1,0,1,0,1,2,3,2,0
1454,Andoni López,es ESP,DF,Athletic Club,es La Liga,21,1996,1,1,0,1,0,0,1,0,1,1,2,6,0
1455,David López,es ESP,DFMF,Espanyol,es La Liga,27,1989,37,67,49,47,19,1,43,26,17,67,134,161,0
1456,Diego López,es ESP,GK,Espanyol,es La Liga,35,1981,9.5,0,0,0,0,0,0,0,0,0,0,1,0
1457,Iván López,es ESP,DF,Levante,es La Liga,23,1993,1.9,1,1,1,0,0,2,2,0,8,9,2,0
1458,Javi López,es ESP,DF,Espanyol,es La Liga,31,1986,10.7,47,35,31,12,4,7,2,5,18,65,48,0
1459,Lisandro López,ar ARG,DF,Inter,it Serie A,27,1989,0.5,2,2,1,1,0,0,0,0,1,3,3,0
1460,Maxi López,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,12,8,2,7,3,8,2,6,2,14,18,0
1461,Maxime Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,19,1997,15.3,30,20,12,12,6,16,2,14,7,37,6,1
1462,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,33,1983,17.7,33,23,21,10,2,22,7,15,26,59,45,0
1463,Pau López,es ESP,GK,Espanyol,es La Liga,22,1994,28.5,0,0,0,0,0,0,0,0,1,1,15,2
1464,Pedro López,es ESP,GK,Betis,es La Liga,22,1995,4.6,0,0,0,0,0,1,0,1,0,0,3,0
1465,Víctor López,es ESP,MF,Alavés,es La Liga,20,1997,0.7,2,1,0,2,0,0,0,0,1,3,1,0
1466,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,1,0,1,0,0,0,0,0,4,5,13,6
1467,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,26,17,14,11,1,26,15,11,38,64,146,2
1468,Chris Löwe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,43,29,26,15,2,21,8,13,34,77,65,3
1469,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,55,34,26,27,2,35,15,20,39,94,141,2
1470,Anthony Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,5.2,9,5,2,7,0,3,0,3,3,12,2,0
1471,Fabio Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8,11,9,7,4,0,14,11,3,7,18,61,0
1472,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,83,52,41,33,9,27,7,20,35,118,34,0
1473,José Luis Gayà,es ESP,DF,Valencia,es La Liga,22,1995,32.4,77,60,52,22,3,43,12,31,56,133,90,1
1474,José Luis Morales,es ESP,MFFW,Levante,es La Liga,30,1987,34,37,23,15,15,7,28,0,28,26,63,20,0
1475,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22,60,39,36,19,5,36,21,15,39,99,111,1
1476,Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,111,77,64,40,7,24,4,20,55,166,113,0
1477,David Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,9.3,18,11,13,4,1,9,5,4,24,42,45,2
1478,Douglas Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,3.4,10,9,4,6,0,1,0,1,4,14,0,0
1479,Everton Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,22,16,10,10,2,8,1,7,10,32,8,1
1480,Jordan Lukaku,be BEL,DF,Lazio,it Serie A,23,1994,15.1,28,15,14,11,3,14,2,12,15,43,23,0
1481,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,7,4,1,3,3,9,2,7,3,10,22,2
1482,Lars Lukas Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2,4,4,4,0,0,3,2,1,3,7,3,0
1483,Dodi Lukebakio,be BEL,MFFW,Watford,eng Premier League,19,1997,0.2,1,0,1,0,0,0,0,0,0,1,0,0
1484,Saša Lukić,rs SRB,MF,Levante,es La Liga,20,1996,11,21,16,9,8,4,14,6,8,17,38,13,0
1485,Senad Lulić,ba BIH,DFMF,Lazio,it Serie A,31,1986,27,66,40,32,22,12,32,4,28,36,102,39,0
1486,Levi Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,1,1,1,0,0,0,0,0,1,2,0,0
1487,Antonio Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,39,26,23,13,3,26,9,17,36,75,68,0
1488,Arnaud Lusamba,cd COD,MF,Nice,fr Ligue 1,20,1997,1.8,12,9,4,6,2,5,0,5,1,13,1,0
1489,Fabian Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,17.6,47,34,26,20,1,31,12,19,24,71,74,1
1490,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2,0,0,0,0,0,0,0,0,0,0,2,0
1491,Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,11,8,8,3,0,4,3,1,5,16,17,0
1492,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,16,12,9,5,2,12,3,9,15,31,28,0
1493,Cheikh M'Bengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,8,4,8,0,0,6,4,2,8,16,22,1
1494,Raïs M'Bolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1,0,0,0,0,0,0,0,0,0,0,0,0
1495,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,26,16,11,12,3,13,1,12,31,57,56,0
1496,Zinédine Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,2.1,7,3,5,1,1,1,0,1,2,9,2,0
1497,Pablo Maffeo,es ESP,DF,Girona,es La Liga,20,1997,29.4,74,55,39,23,12,28,7,21,50,124,82,0
1498,Christian Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,17,10,9,6,2,15,4,11,13,30,21,0
1499,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,56,38,30,20,6,26,7,19,58,114,78,2
1500,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38,63,46,47,15,1,35,28,7,48,111,181,1
1501,Hicham Mahou,fr FRA,MFFW,Nice,fr Ligue 1,18,1999,0.6,1,1,1,0,0,0,0,0,3,4,0,0
1502,Riyad Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,32.8,39,27,16,17,6,32,1,31,18,57,15,0
1503,Thiago Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,27.4,55,40,26,26,3,32,10,22,61,116,47,1
1504,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,29,23,12,16,1,19,3,16,24,53,20,0
1505,Sebastian Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,11,6,4,7,0,6,1,5,4,15,1,1
1506,Domenico Maietta,it ITA,DF,Bologna,it Serie A,34,1982,5.2,5,4,4,1,0,8,6,2,7,12,13,1
1507,Habib Maïga,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,7.9,29,18,16,10,3,8,4,4,19,48,10,0
1508,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,33.7,1,1,1,0,0,0,0,0,0,1,8,6
1509,Linton Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,0.1,1,1,0,0,1,0,0,0,1,2,0,0
1510,Ainsley Maitland-Niles,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,10.2,25,17,12,7,6,15,1,14,12,37,35,2
1511,Jean-Victor Makengo,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,2.7,4,2,2,2,0,1,0,1,3,7,1,1
1512,Nemanja Maksimović,rs SRB,MF,Valencia,es La Liga,22,1995,6.2,21,13,10,8,3,15,6,9,16,37,8,0
1513,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,25,1991,1.1,1,1,0,1,0,1,0,1,0,1,5,0
1514,Malcom,br BRA,FW,Bordeaux,fr Ligue 1,20,1997,31.7,15,10,3,7,5,13,1,12,14,29,6,0
1515,Kévin Malcuit,ma MAR,DF,Lille,fr Ligue 1,26,1991,20.2,51,37,31,16,4,13,5,8,38,89,47,0
1516,Yunus Mallı,tr TUR,FWMF,Wolfsburg,de Bundesliga,25,1992,24.9,25,17,8,14,3,23,0,23,12,37,17,0
1517,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,26,1991,33.3,84,55,55,26,3,30,15,15,68,152,111,1
1518,Scott Malone,eng ENG,DF,Huddersfield,eng Premier League,26,1991,12.4,39,29,27,10,2,12,2,10,26,65,43,2
1519,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,28,1989,33,84,49,56,22,6,34,2,32,34,118,103,0
1520,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,21,1996,7.6,20,14,11,8,1,8,2,6,15,35,22,0
1521,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,30,0,0,0,0,0,0,0,0,0,0,10,3
1522,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,25,1991,33.6,54,35,27,25,2,39,24,15,71,125,133,3
1523,Georges Mandjeck,cm CMR,MFDF,Metz,fr Ligue 1,28,1988,10.8,25,14,8,16,1,9,3,6,18,43,21,1
1524,Rolando Mandragora,it ITA,MF,Crotone,it Serie A,20,1997,36,91,60,48,34,9,41,13,28,86,177,75,0
1525,Mario Mandžukić,hr CRO,FW,Juventus,it Serie A,31,1986,25.8,36,23,13,11,12,20,3,17,25,61,42,2
1526,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,25,1992,24.3,28,20,8,11,9,20,0,20,9,37,8,0
1527,Eliaquim Mangala,fr FRA,DF,Manchester City,eng Premier League,26,1991,5.4,5,3,5,0,0,4,3,1,2,7,24,0
1528,Eliaquim Mangala,fr FRA,DF,Everton,eng Premier League,26,1991,1.5,2,1,1,1,0,0,0,0,1,3,4,1
1529,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,19,1998,8.7,28,18,7,19,2,8,2,6,18,46,15,0
1530,Kader Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,19.1,37,24,29,8,0,28,18,10,24,61,120,4
1531,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,30,1987,33.6,92,59,35,46,11,40,5,35,40,132,45,1
1532,Kostas Manolas,gr GRE,DF,Roma,it Serie A,26,1991,26,23,20,14,7,2,31,24,7,46,69,133,2
1533,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,19.5,36,22,25,8,3,25,6,19,18,54,65,0
1534,Martín Mantovani,ar ARG,DF,Leganés,es La Liga,33,1984,11.4,12,5,10,2,0,10,6,4,22,34,67,0
1535,José Manuel Jurado,es ESP,MFFW,Espanyol,es La Liga,31,1986,16.7,18,14,8,8,2,13,1,12,16,34,5,0
1536,Harrison Manzala,cd COD,FWMF,Amiens,fr Ligue 1,23,1994,20.7,32,23,16,9,7,22,3,19,18,50,15,0
1537,Myziane Maolida,fr FRA,FWMF,Lyon,fr Ligue 1,18,1999,3.7,5,5,3,2,0,1,0,1,0,5,0,0
1538,Faitout Maouassa,fr FRA,MFFW,Rennes,fr Ligue 1,19,1998,9.9,6,3,2,3,1,12,2,10,6,12,5,0
1539,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,28,1989,14.4,34,20,22,8,4,14,6,8,26,60,69,0
1540,Vincent Marcel,fr FRA,MFFW,Nice,fr Ligue 1,20,1997,0.5,1,1,0,1,0,1,0,1,0,1,0,0
1541,Marcelo,br BRA,DF,Real Madrid,es La Liga,29,1988,25.1,53,37,19,23,11,26,2,24,30,83,23,2
1542,Marcelo,br BRA,DF,Lyon,fr Ligue 1,30,1987,34.5,27,25,16,10,1,32,18,14,57,84,235,4
1543,Solly March,eng ENG,MFFW,Brighton,eng Premier League,23,1994,20.6,54,41,34,14,6,27,3,24,13,67,49,0
1544,Gabriele Marchegiani,it ITA,GK,SPAL,it Serie A,21,1996,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,Claudio Marchisio,it ITA,MF,Juventus,it Serie A,31,1986,9.1,17,10,9,5,3,7,2,5,4,21,7,0
1546,Gian Marco Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1992,29.4,12,8,8,4,0,42,38,4,31,43,149,4
1547,Óscar de Marcos,es ESP,DFFW,Athletic Club,es La Liga,28,1989,18.4,28,21,11,15,2,15,2,13,19,47,36,0
1548,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,22,1995,18.8,38,27,29,6,3,28,15,13,30,68,101,1
1549,Mariano,do DOM,FW,Lyon,fr Ligue 1,23,1993,27.9,16,11,0,5,11,9,1,8,3,19,20,0
1550,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,30,1986,24.6,45,26,33,12,0,25,16,9,45,90,133,4
1551,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,25,1991,20.9,63,38,22,36,5,26,9,17,40,103,25,2
1552,Adrián Marín,es ESP,DF,Villarreal,es La Liga,20,1997,2.6,6,4,3,3,0,2,0,2,3,9,8,0
1553,João Mário,pt POR,MF,West Ham,eng Premier League,24,1993,11.4,14,11,6,5,3,7,0,7,8,22,4,1
1554,João Mário,pt POR,MFFW,Inter,it Serie A,24,1993,6.2,8,4,3,3,2,6,1,5,4,12,5,0
1555,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,23,1994,17,28,16,24,4,0,19,10,9,36,64,108,0
1556,Marlon,br BRA,DF,Nice,fr Ligue 1,21,1995,21.4,36,26,22,13,1,19,15,4,15,51,72,2
1557,Dominic Maroh,si SVN,DF,Köln,de Bundesliga,30,1987,10.2,22,15,18,4,0,17,9,8,21,43,68,1
1558,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,23,1994,25.1,28,14,14,14,0,36,22,14,14,42,114,2
1559,Bruno Martella,it ITA,DF,Crotone,it Serie A,24,1992,29.1,30,21,19,7,4,22,9,13,48,78,151,1
1560,Roger Martí,es ESP,FW,Levante,es La Liga,26,1991,10.7,8,4,2,5,1,11,0,11,1,9,5,0
1561,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,21,1995,17.6,15,13,9,2,4,5,1,4,3,18,7,0
1562,Aarón Martín,es ESP,DF,Espanyol,es La Liga,20,1997,31.3,56,36,41,12,3,26,5,21,49,105,78,0
1563,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,27,1990,33.6,73,50,41,28,4,30,3,27,33,106,36,0
1564,Cuco Martina,cw CUW,DF,Everton,eng Premier League,27,1989,20.3,61,35,38,15,8,17,4,13,42,103,130,2
1565,Carlos Martínez,es ESP,DF,Real Sociedad,es La Liga,31,1986,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,Emiliano Martínez,ar ARG,GK,Getafe,es La Liga,24,1992,5,0,0,0,0,0,0,0,0,0,0,3,0
1567,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,26,1991,16,28,20,20,8,0,17,8,9,30,58,82,0
1568,Iñigo Martínez,es ESP,DF,Real Sociedad,es La Liga,26,1991,11.7,14,9,9,4,1,9,4,5,23,37,55,0
1569,Javi Martínez,es ESP,MFDF,Bayern Munich,de Bundesliga,28,1988,17.9,31,22,11,15,5,16,5,11,33,64,40,1
1570,Pablo Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,28,1989,23.5,41,34,28,12,1,25,12,13,51,92,112,3
1571,Roger Martínez,co COL,FW,Villarreal,es La Liga,23,1994,2.6,1,1,0,1,0,2,0,2,0,1,1,0
1572,Christopher Martins,lu LUX,MF,Lyon,fr Ligue 1,20,1997,0.8,3,2,0,3,0,0,0,0,1,4,0,0
1573,Bruno Martins Indi,nl NED,DF,Stoke City,eng Premier League,25,1992,13.8,21,12,18,3,0,16,11,5,21,42,77,1
1574,Jonathan Martins Pereira,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,12.6,34,18,21,10,3,9,3,6,37,71,39,1
1575,Adam Marušić,me MNE,DF,Lazio,it Serie A,24,1992,28,28,21,17,8,3,22,2,20,31,59,33,0
1576,Omar Mascarell,es ESP,MF,Eint Frankfurt,de Bundesliga,24,1993,8.6,20,16,8,12,0,14,1,13,21,41,10,0
1577,Javier Mascherano,ar ARG,DF,Barcelona,es La Liga,33,1984,6,15,13,9,6,0,14,8,6,8,23,20,0
1578,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,31,1986,30.1,58,38,34,20,4,24,6,18,72,130,137,0
1579,Adam Masina,ma MAR,DF,Bologna,it Serie A,23,1994,31.4,82,57,49,26,7,46,7,39,51,133,127,0
1580,Eden Massouema,cg CGO,MFFW,Dijon,fr Ligue 1,20,1997,2.1,2,1,2,0,0,3,0,3,5,7,2,0
1581,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,23,1993,20.8,58,37,36,16,6,25,2,23,26,84,38,1
1582,Juan Mata,es ESP,FW,Manchester Utd,eng Premier League,29,1988,21.4,18,13,4,12,2,10,0,10,15,33,10,1
1583,Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,25,1992,24,0,0,0,0,0,0,0,0,0,0,11,3
1584,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,28,1988,34.6,70,42,32,34,4,50,13,37,64,134,62,2
1585,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,25,1991,22.2,35,24,23,11,1,26,15,11,35,70,101,1
1586,Ryder Matos,br BRA,MF,Udinese,it Serie A,24,1993,1.9,3,1,1,1,1,2,0,2,2,5,3,0
1587,Ryder Matos,br BRA,FWMF,Hellas Verona,it Serie A,24,1993,10.9,18,15,11,5,2,5,0,5,3,21,9,1
1588,Alessandro Matri,it ITA,FW,Sassuolo,it Serie A,32,1984,10.2,2,1,1,1,0,1,0,1,0,2,5,0
1589,Ville Matti Steinmann,de GER,MF,Hamburger SV,de Bundesliga,22,1995,6.6,16,10,6,8,2,6,1,5,18,34,9,1
1590,Federico Mattiello,it ITA,DF,SPAL,it Serie A,22,1995,24.5,59,40,31,22,6,53,15,38,64,123,66,0
1591,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,30,1987,26.2,49,35,14,25,10,28,4,24,32,81,22,1
1592,Blaise Matuidi,fr FRA,MF,Paris S-G,fr Ligue 1,30,1987,0.3,1,1,1,0,0,2,1,1,0,1,0,0
1593,José Mauri,it ITA,MF,Milan,it Serie A,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1594,Maurício,br BRA,DF,Lazio,it Serie A,28,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1595,Mërgim Mavraj,al ALB,DF,Hamburger SV,de Bundesliga,31,1986,16.1,45,32,32,11,2,28,12,16,21,66,91,3
1596,Konstantinos Mavropanos,gr GRE,DF,Arsenal,eng Premier League,19,1997,2.2,1,1,1,0,0,4,3,1,6,7,11,1
1597,Alfie Mawson,eng ENG,DF,Swansea City,eng Premier League,23,1994,38,32,22,24,8,0,41,32,9,35,67,229,5
1598,Philipp Max,de GER,DF,Augsburg,de Bundesliga,23,1993,32.9,65,47,36,19,10,27,8,19,33,98,65,1
1599,Alexandru Maxim,ro ROU,MF,Mainz 05,de Bundesliga,27,1990,10.6,17,12,6,8,3,20,2,18,6,23,3,0
1600,Eric Maxim Choupo-Moting,cm CMR,FWMF,Stoke City,eng Premier League,28,1989,25.7,42,30,21,16,5,31,3,28,23,65,29,1
1601,Florian Mayer,de GER,DF,M'Gladbach,de Bundesliga,19,1998,0.2,1,1,1,0,0,0,0,0,0,1,1,0
1602,Borja Mayoral,es ESP,FWMF,Real Madrid,es La Liga,20,1997,3.8,6,3,0,4,2,3,0,3,0,6,0,0
1603,Róbert Mazáň,sk SVK,DF,Celta Vigo,es La Liga,23,1994,0.9,0,0,0,0,0,1,0,1,2,2,0,0
1604,Luca Mazzitelli,it ITA,MF,Sassuolo,it Serie A,21,1995,11.3,37,24,14,15,8,21,2,19,21,58,19,0
1605,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,18,1998,23.3,11,8,3,3,5,4,1,3,0,11,1,0
1606,Kylian Mbappé,fr FRA,FWMF,Monaco,fr Ligue 1,18,1998,0.8,1,1,0,1,0,0,0,0,1,2,0,0
1607,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,22,1994,19.6,59,34,40,17,2,25,6,19,28,87,95,0
1608,Chancel Mbemba,cd COD,DF,Newcastle Utd,eng Premier League,22,1994,7.5,16,12,13,3,0,7,3,4,15,31,44,1
1609,Adama Mbengue,sn SEN,DF,Caen,fr Ligue 1,23,1993,17.7,71,48,48,18,5,21,1,20,28,99,50,0
1610,Isaac Mbenza,be BEL,FWMF,Montpellier,fr Ligue 1,21,1996,23.3,16,11,4,8,4,8,1,7,4,20,5,0
1611,Bryan Mbeumo,cm CMR,FWMF,Troyes,fr Ligue 1,17,1999,0.7,0,0,0,0,0,2,0,2,0,0,2,0
1612,Jordi Mboula,es ESP,MF,Monaco,fr Ligue 1,18,1999,0.3,0,0,0,0,0,2,0,2,0,0,2,0
1613,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,29,1987,27,58,44,28,27,3,39,2,37,36,94,44,2
1614,Gareth McAuley,nir NIR,DF,West Brom,eng Premier League,37,1979,5.1,8,7,6,2,0,7,4,3,11,19,16,0
1615,Oliver McBurnie,sct SCO,FWMF,Swansea City,eng Premier League,21,1996,3.1,4,3,0,2,2,2,0,2,0,4,3,0
1616,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,27,1989,18,0,0,0,0,0,0,0,0,1,1,8,0
1617,James McCarthy,ie IRL,MF,Everton,eng Premier League,26,1990,2.3,9,9,3,4,2,9,2,7,5,14,3,1
1618,James McClean,ie IRL,MFFW,West Brom,eng Premier League,28,1989,15.6,40,28,23,14,3,18,4,14,20,60,22,0
1619,Weston McKennie,us USA,MF,Schalke 04,de Bundesliga,18,1998,14,36,23,11,21,4,16,2,14,20,56,32,0
1620,Sam McQueen,eng ENG,DFMF,Southampton,eng Premier League,22,1995,1.6,4,4,4,0,0,2,1,1,3,7,3,0
1621,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,20,1996,7,11,9,4,5,2,3,0,3,13,24,9,0
1622,Iuri Medeiros,pt POR,FWMF,Genoa,it Serie A,23,1994,7.1,6,4,3,2,1,3,1,2,2,8,3,0
1623,Slobodan Medojević,rs SRB,MF,Eint Frankfurt,de Bundesliga,26,1990,0.3,0,0,0,0,0,0,0,0,0,0,1,0
1624,Álvaro Medrán,es ESP,MF,Alavés,es La Liga,23,1994,10.5,20,14,5,10,5,7,0,7,13,33,10,0
1625,Álvaro Medrán,es ESP,MF,Valencia,es La Liga,23,1994,0.8,1,1,1,0,0,0,0,0,3,4,1,0
1626,Ben Mee,eng ENG,DF,Burnley,eng Premier League,27,1989,29,33,20,22,11,0,51,42,9,33,66,217,1
1627,Riccardo Meggiorini,it ITA,FW,Chievo,it Serie A,31,1985,8.7,9,6,3,6,0,12,3,9,2,11,9,0
1628,Admir Mehmedi,ch SUI,FWMF,Wolfsburg,de Bundesliga,26,1991,3.2,4,2,3,1,0,1,1,0,1,5,3,0
1629,Admir Mehmedi,ch SUI,DFMF,Leverkusen,de Bundesliga,26,1991,7.8,20,18,6,11,3,13,0,13,13,33,5,0
1630,Alexander Meier,de GER,FW,Eint Frankfurt,de Bundesliga,34,1983,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,Soualiho Meïté,fr FRA,MF,Bordeaux,fr Ligue 1,23,1994,14.8,25,13,4,19,2,22,6,16,23,48,13,1
1632,Soualiho Meïté,fr FRA,MF,Monaco,fr Ligue 1,23,1994,1.1,2,1,1,1,0,1,0,1,3,5,3,0
1633,Óscar Melendo,es ESP,MFFW,Espanyol,es La Liga,19,1997,7.6,2,2,2,0,0,2,0,2,3,5,3,0
1634,Memphis,nl NED,FW,Lyon,fr Ligue 1,23,1994,28.4,13,9,4,3,6,15,0,15,9,22,5,0
1635,Ledian Memushaj,al ALB,MF,Benevento,it Serie A,30,1986,14,28,18,11,13,4,24,5,19,10,38,10,1
1636,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,26,1990,31.7,62,50,37,19,6,36,25,11,44,106,152,0
1637,Thiago Mendes,br BRA,MF,Lille,fr Ligue 1,25,1992,25.5,25,16,10,11,4,21,3,18,25,50,29,0
1638,Brais Méndez,es ESP,MFFW,Celta Vigo,es La Liga,20,1997,10.5,19,15,9,6,4,13,0,13,4,23,12,0
1639,Stiven Mendoza,co COL,FWMF,Amiens,fr Ligue 1,25,1992,11.5,18,10,7,7,4,11,1,10,15,33,8,0
1640,Alexandre Mendy,gw GNB,FW,Bordeaux,fr Ligue 1,23,1994,8.8,4,4,1,2,1,5,1,4,1,5,4,0
1641,Benjamin Mendy,fr FRA,DFFW,Manchester City,eng Premier League,23,1994,4,5,4,2,0,3,5,0,5,8,13,9,0
1642,Ferland Mendy,fr FRA,DF,Lyon,fr Ligue 1,22,1995,23.6,45,28,29,13,3,18,5,13,25,70,43,0
1643,Nampalys Mendy,sn SEN,MF,Nice,fr Ligue 1,25,1992,10.7,13,6,8,5,0,9,1,8,13,26,10,1
1644,Hamza Mendyl,ma MAR,DFMF,Lille,fr Ligue 1,19,1997,9.5,18,10,12,6,0,5,0,5,17,35,26,0
1645,Gabriel Mercado,ar ARG,DF,Sevilla,es La Liga,30,1987,23.5,55,37,35,18,2,32,20,12,42,97,83,1
1646,Jorge Meré,es ESP,DF,Köln,de Bundesliga,20,1997,21,34,23,25,9,0,25,13,12,34,68,110,1
1647,Alex Meret,it ITA,GK,SPAL,it Serie A,20,1997,12.9,0,0,0,0,0,0,0,0,0,0,5,0
1648,Mikel Merino,es ESP,MF,Newcastle Utd,eng Premier League,21,1996,15,56,40,21,32,3,36,8,28,34,90,25,0
1649,Sabin Merino,es ESP,FWMF,Athletic Club,es La Liga,25,1992,4.2,7,3,2,3,2,6,2,4,1,8,10,0
1650,Dries Mertens,be BEL,FW,Napoli,it Serie A,30,1987,33.4,28,22,5,13,10,18,2,16,5,33,8,1
1651,Per Mertesacker,de GER,DF,Arsenal,eng Premier League,32,1984,4.1,2,2,0,2,0,4,3,1,6,8,22,2
1652,Roque Mesa,es ESP,MF,Swansea City,eng Premier League,28,1989,8.4,20,13,8,8,4,6,0,6,13,33,8,1
1653,Roque Mesa,es ESP,MF,Sevilla,es La Liga,28,1989,3.8,13,10,2,7,4,3,2,1,0,13,5,0
1654,Lionel Messi,ar ARG,FW,Barcelona,es La Liga,30,1987,33.3,17,8,0,11,6,11,1,10,7,24,0,0
1655,Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,25,1991,17.5,38,21,22,12,4,7,2,5,18,56,54,2
1656,Mexer,mz MOZ,DF,Rennes,fr Ligue 1,28,1988,13.3,15,12,9,6,0,13,7,6,16,31,98,2
1657,Max Meyer,de GER,MF,Schalke 04,de Bundesliga,21,1995,19.2,48,38,23,21,4,25,3,22,54,102,11,0
1658,Senna Miangue,be BEL,DFFW,Cagliari,it Serie A,20,1997,8.9,7,5,4,2,1,8,1,7,7,14,35,0
