Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Med_Cmp,Med_Att,Med_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog
135,Fisnik Asllani,xk KVX,MFFW,Hoffenheim,de Bundesliga,18,2002,0.1,6,8,75,80,15,3,3,100,1,1,100,1,2,50,0,0,0,0,0,1,0,0,0
136,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,2002,15,638,779,81.9,12159,3636,251,279,90,290,319,90.9,85,158,53.8,1,1,0.8,0,7,65,4,0,42
137,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,1987,34.3,968,1371,70.6,13844,2606,542,664,81.6,266,378,70.4,75,148,50.7,5,6.7,5.8,-1.7,57,60,42,7,81
138,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,6.8,306,383,79.9,5021,1280,141,164,86,137,161,85.1,21,34,61.8,2,1.4,0.9,+0.6,7,15,5,1,18
139,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,2001,8.7,282,401,70.3,4689,2067,142,165,86.1,110,160,68.8,23,47,48.9,0,0.6,0.3,-0.6,3,16,4,2,22
140,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,12.7,556,738,75.3,8234,2705,321,361,88.9,168,231,72.7,40,88,45.5,1,1.7,1.5,-0.7,12,31,16,7,39
141,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,32,1989,11.5,137,208,65.9,1801,404,90,115,78.3,37,64,57.8,4,9,44.4,1,1.1,0.9,-0.1,9,6,8,0,20
142,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32,1989,12,176,238,73.9,2279,294,106,135,78.5,47,61,77,7,10,70,1,1,0.6,0,8,8,9,0,14
143,Emil Audero,it ITA,GK,Sampdoria,it Serie A,24,1997,28.4,706,1005,70.2,22466,16952,105,105,100,288,297,97,311,593,52.4,0,0.3,0.1,-0.3,2,20,1,0,0
144,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,26.6,1050,1368,76.8,18085,7464,472,539,87.6,478,593,80.6,78,157,49.7,1,1.9,2.3,-0.9,17,60,33,15,83
145,Jean-Kévin Augustin,fr FRA,FWMF,Nantes,fr Ligue 1,24,1997,0.9,11,14,78.6,133,3,5,5,100,4,7,57.1,0,0,,0,0,0,0,0,0,0,0,0
146,Ludwig Augustinsson,se SWE,DFFW,Sevilla,es La Liga,27,1994,8.8,437,551,79.3,6682,2082,247,269,91.8,148,175,84.6,29,79,36.7,1,0.9,0.6,+0.1,9,16,8,6,11
147,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,623,742,84,10307,3447,296,333,88.9,277,317,87.4,35,51,68.6,1,1.1,1,-0.1,6,35,11,4,37
148,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,27,1994,20.8,307,556,55.2,5848,1808,132,199,66.3,111,184,60.3,51,111,45.9,1,1.8,2,-0.8,18,24,27,18,42
149,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,1997,24.2,313,474,66,4292,1060,180,255,70.6,88,127,69.3,18,31,58.1,1,3,1.9,-2,27,31,20,3,34
150,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,19,27,70.4,339,130,8,8,100,9,15,60,2,4,50,0,0,0,0,0,1,0,0,1
151,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,29,1991,22.4,576,754,76.4,7894,1509,346,389,88.9,180,228,78.9,17,54,31.5,3,3.6,2.9,-0.6,23,31,16,6,36
152,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,15,790,871,90.7,15101,6145,297,314,94.6,386,408,94.6,98,130,75.4,0,0.1,0.3,-0.1,2,61,3,0,56
153,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,25.2,1224,1592,76.9,22964,10551,535,606,88.3,517,619,83.5,154,294,52.4,2,2,1,0,12,98,11,4,102
154,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,102,148,68.9,1716,670,53,64,82.8,41,55,74.5,7,22,31.8,0,0,0,0,0,2,0,0,3
155,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,26,1995,4,79,108,73.1,1062,318,51,60,85,17,28,60.7,5,5,100,1,0.7,0.8,+0.3,6,8,3,0,15
156,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,1989,23,1486,1787,83.2,22185,8377,809,904,89.5,565,643,87.9,65,139,46.8,2,2.1,2.3,-0.1,17,104,19,2,90
157,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,25,1996,21.5,617,779,79.2,11335,3758,239,291,82.1,285,331,86.1,75,111,67.6,0,0.9,0.9,-0.9,10,58,7,1,56
158,Carlos Bacca,co COL,FW,Granada,es La Liga,34,1986,5.7,62,99,62.6,913,280,34,51,66.7,23,37,62.2,3,5,60,1,1.2,0.4,-0.2,7,6,4,0,7
159,Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,1994,12,216,364,59.3,7080,5483,19,19,100,104,109,95.4,93,234,39.7,0,0,0,0,0,9,0,0,0
160,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,2000,10.9,655,729,89.8,13508,4364,177,196,90.3,398,422,94.3,74,104,71.2,1,0.7,0.3,+0.3,2,34,3,1,26
161,Milan Badelj,hr CRO,MF,Genoa,it Serie A,32,1989,31.6,1230,1575,78.1,21537,7741,548,650,84.3,523,621,84.2,124,210,59,0,2.4,2,-2.4,26,144,17,3,128
162,Édgar Badía,es ESP,GK,Elche,es La Liga,29,1992,24,565,830,68.1,18595,14474,77,78,98.7,229,233,98.3,257,514,50,0,0,0,0,0,11,0,0,0
163,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,20,2001,20.4,1212,1380,87.8,23885,8489,395,437,90.4,662,710,93.2,136,198,68.7,0,0.5,0.6,-0.5,3,81,2,0,87
164,Youssouph Badji,sn SEN,FWMF,Brest,fr Ligue 1,19,2001,1.5,22,35,62.9,210,44,18,28,64.3,1,3,33.3,0,0,,0,0.1,0.2,-0.1,2,2,0,0,1
165,Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,21,2000,0,4,5,80,56,7,2,2,100,2,2,100,0,1,0,0,0,0,0,0,0,0,0,0
166,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,17,2004,0,0,4,0,0,0,0,0,,0,0,,0,4,0,0,0,0,0,0,0,0,0,0
167,Issa Bah,lu LUX,FW,Venezia,it Serie A,19,2002,0.1,6,6,100,81,17,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,1
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29,1992,12.2,157,218,72,2051,397,82,105,78.1,41,54,75.9,10,16,62.5,1,1,0.5,0,8,10,4,1,9
169,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,23,1997,8.5,150,226,66.4,2354,518,76,95,80,47,66,71.2,15,36,41.7,2,0.7,1.1,+1.3,7,6,9,1,19
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27,1994,2.4,68,85,80,1229,484,28,31,90.3,36,40,90,4,13,30.8,0,0,0,0,0,3,0,0,2
171,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,1993,2,79,84,94,1670,707,16,17,94.1,49,51,96.1,13,14,92.9,0,0,0,0,0,3,0,0,7
172,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,19,2001,5.7,130,186,69.9,3466,2833,29,29,100,67,67,100,34,89,38.2,0,0,0,0,0,2,0,0,0
173,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,22,1999,22.8,621,898,69.2,9775,3179,327,387,84.5,220,286,76.9,50,149,33.6,5,5.6,4.9,-0.6,54,49,44,8,82
174,Cédric Bakambu,cd COD,FW,Marseille,fr Ligue 1,30,1991,4,50,67,74.6,684,148,30,34,88.2,15,23,65.2,1,3,33.3,0,0.9,0.3,-0.9,7,3,1,0,4
175,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,3.4,93,136,68.4,1619,718,37,43,86,46,59,78,7,26,26.9,0,0,0,0,0,6,1,0,8
176,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,26,1994,5.6,269,304,88.5,4451,1013,140,156,89.7,91,98,92.9,32,36,88.9,0,0.3,0.3,-0.3,3,27,2,0,18
177,Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21,2000,20.2,994,1228,80.9,14581,5275,564,633,89.1,336,404,83.2,51,107,47.7,4,2.1,2.1,+1.9,13,75,21,10,54
178,Ridle Baku,de GER,DFFW,Wolfsburg,de Bundesliga,23,1998,27.2,1011,1338,75.6,17055,5684,485,568,85.4,414,521,79.5,87,155,56.1,5,4.9,5.4,+0.1,39,67,36,11,94
179,Dilane Bakwa,fr FRA,FWMF,Bordeaux,fr Ligue 1,18,2002,0.5,7,14,50,107,23,2,5,40,2,4,50,1,2,50,0,0,0,0,0,0,0,0,0
180,Tommaso Baldanzi,it ITA,FW,Empoli,it Serie A,18,2003,0.2,5,6,83.3,35,0,4,4,100,0,0,,0,0,,0,0,0,0,1,0,0,0,0
181,Alejandro Balde,es ESP,DFFW,Barcelona,es La Liga,17,2003,2.1,138,150,92,1779,312,93,96,96.9,37,41,90.2,3,6,50,0,0.1,0.2,-0.1,1,6,3,2,6
182,Ibrahima Baldé,fr FRA,FWMF,Lens,fr Ligue 1,18,2003,0.6,7,11,63.6,105,26,3,6,50,4,5,80,0,0,,0,0,0,0,1,0,0,0,0
183,Keita Baldé,sn SEN,FW,Cagliari,it Serie A,26,1995,13.7,187,260,71.9,2522,464,106,128,82.8,51,74,68.9,10,13,76.9,1,0.7,1.2,+0.3,10,14,6,0,14
184,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32,1989,3.1,45,65,69.2,668,177,25,31,80.6,16,21,76.2,3,5,60,0,0.1,0.1,-0.1,2,3,3,2,4
185,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,33,1988,22.5,765,1013,75.5,11605,4473,430,484,88.8,256,349,73.4,48,112,42.9,0,0.6,0.7,-0.6,8,49,13,7,52
186,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,22,1999,10.6,753,819,91.9,14191,4930,269,283,95.1,396,418,94.7,80,107,74.8,0,0.1,0.1,-0.1,1,32,0,0,31
187,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35,1350,1796,75.2,22969,10202,663,741,89.5,521,672,77.5,135,269,50.2,2,3.9,4.8,-1.9,44,97,36,27,100
188,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,24,1997,5,230,272,84.6,3621,957,121,134,90.3,92,106,86.8,11,16,68.8,0,0.2,0.7,-0.2,4,13,8,3,15
189,Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20,2001,0.8,4,9,44.4,46,7,3,4,75,1,3,33.3,0,0,,0,0,0,0,0,0,0,0,0
190,Abdoulaye Bamba,ci CIV,DFFW,Angers,fr Ligue 1,31,1990,5.1,140,183,76.5,2236,914,70,79,88.6,56,74,75.7,8,19,42.1,0,0.1,0.1,-0.1,2,7,2,1,11
191,Jonathan Bamba,fr FRA,MFFW,Lille,fr Ligue 1,25,1996,27,866,1148,75.4,13258,4314,511,587,87.1,235,301,78.1,79,154,51.3,2,4.3,4.8,-2.3,46,76,34,8,87
192,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,1993,6.2,88,108,81.5,1103,200,60,68,88.2,20,25,80,3,6,50,2,1,0.4,+1.0,5,5,6,1,8
193,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,1995,21.7,537,733,73.3,8769,3104,273,315,86.7,197,256,77,46,96,47.9,3,4.1,2.8,-1.1,32,60,41,13,85
194,Mattia Bani,it ITA,DF,Genoa,it Serie A,27,1993,13.5,333,469,71,6336,2700,123,151,81.5,166,201,82.6,36,96,37.5,0,0.1,0.1,-0.1,3,16,0,0,19
195,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,24,1996,1.4,18,31,58.1,296,70,10,16,62.5,5,8,62.5,2,3,66.7,1,0.5,0.6,+0.5,2,1,0,0,1
196,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23,1998,10.1,257,308,83.4,3885,900,140,156,89.7,85,99,85.9,17,30,56.7,0,0.8,0.5,-0.8,9,21,6,1,20
197,Antonín Barák,cz CZE,MFFW,Hellas Verona,it Serie A,26,1994,26,876,1107,79.1,11982,3508,520,610,85.2,275,331,83.1,33,52,63.5,4,3.5,3.1,+0.5,28,81,22,1,94
198,Barbero,es ESP,FWMF,Osasuna,es La Liga,22,1998,0.2,7,11,63.6,59,7,5,8,62.5,1,2,50,0,0,,0,0,0,0,0,1,0,0,0
199,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,25,1996,1,32,42,76.2,596,204,10,12,83.3,17,19,89.5,4,8,50,0,0,0,0,0,1,0,0,2
200,Barcia,es ESP,DF,Granada,es La Liga,20,2000,0.8,8,22,36.4,167,11,2,4,50,5,10,50,1,8,12.5,0,0,0,0,0,0,0,0,0
201,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,18,2002,2.9,57,81,70.4,759,237,38,49,77.6,13,22,59.1,2,3,66.7,1,0.8,1,+0.2,6,3,7,3,11
202,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,20,2000,28.8,1508,1878,80.3,24327,8654,790,882,89.6,560,677,82.7,112,206,54.4,2,3,2.4,-1,22,111,22,13,113
203,Enis Bardhi,mk MKD,MFFW,Levante,es La Liga,26,1995,18.9,529,749,70.6,8708,2774,278,330,84.2,153,220,69.5,66,130,50.8,3,4.4,3,-1.4,42,54,17,1,60
204,Francesco Bardi,it ITA,GK,Bologna,it Serie A,29,1992,2,33,49,67.3,748,587,10,10,100,12,12,100,10,25,40,0,0,0,0,0,0,0,0,0
205,Keidi Bare,al ALB,MF,Espanyol,es La Liga,23,1997,16.5,761,886,85.9,12983,3403,351,387,90.7,308,343,89.8,72,94,76.6,1,0.9,0.5,+0.1,8,81,6,1,59
206,Nicolò Barella,it ITA,MF,Inter,it Serie A,24,1997,32.4,1554,1876,82.8,24817,7894,824,916,90,552,641,86.1,125,191,65.4,11,9,7.5,+2.0,64,191,84,16,179
207,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,24,1997,9.6,249,374,66.6,3893,923,142,172,82.6,78,121,64.5,20,42,47.6,0,0.5,0.6,-0.5,5,23,8,0,25
208,Ross Barkley,eng ENG,MFFW,Chelsea,eng Premier League,27,1993,2,106,128,82.8,1633,369,59,66,89.4,32,39,82.1,9,11,81.8,0,0.7,0.7,-0.7,8,6,7,0,10
209,Aymen Barkok,ma MAR,MFDF,Eint Frankfurt,de Bundesliga,23,1998,1.8,52,70,74.3,894,438,25,29,86.2,19,25,76,7,12,58.3,0,0,0.1,0,1,8,1,0,7
210,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,31,1989,9,122,198,61.6,1577,452,81,108,75,30,52,57.7,5,10,50,0,0.8,1,-0.8,8,21,5,1,15
211,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,23,1997,23.3,550,756,72.8,6899,1906,366,442,82.8,137,199,68.8,15,34,44.1,10,4.9,3.2,+5.1,29,26,24,7,50
212,Antonio Barragán,es ESP,DF,Elche,es La Liga,34,1987,11.3,423,542,78,7372,3246,182,206,88.3,182,223,81.6,42,87,48.3,0,0.1,0.2,-0.1,2,27,4,2,31
213,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,19.9,375,536,70,5457,1742,204,252,81,136,186,73.1,16,35,45.7,2,2.7,1.6,-0.7,15,35,15,1,44
214,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,19,2001,6.1,129,184,70.1,1869,529,74,90,82.2,43,61,70.5,5,12,41.7,1,0.9,1.1,+0.1,6,6,10,0,16
215,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,1994,18.1,541,783,69.1,9274,3522,255,299,85.3,226,311,72.7,50,119,42,0,0.7,1,-0.7,6,36,6,3,31
216,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,22,1998,23.7,698,923,75.6,11505,2722,379,423,89.6,206,277,74.4,79,160,49.4,6,4.5,4.1,+1.5,45,50,39,14,53
217,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2000,2.3,85,111,76.6,1351,590,47,51,92.2,29,35,82.9,6,16,37.5,0,0.1,0.2,-0.1,2,5,2,2,6
218,Marc Bartra,es ESP,DF,Betis,es La Liga,30,1991,22.1,926,1131,81.9,18444,7345,302,328,92.1,521,573,90.9,96,208,46.2,0,0.1,0.3,-0.1,4,63,2,0,44
219,Daniele Baselli,it ITA,MFFW,Torino,it Serie A,29,1992,1.7,64,89,71.9,1060,329,33,46,71.7,22,29,75.9,6,8,75,0,0,0.1,0,1,5,0,0,5
220,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,29,1992,3.2,110,151,72.8,1828,716,60,73,82.2,33,41,80.5,13,28,46.4,1,0.8,0.9,+0.2,8,11,4,1,13
221,Toma Bašić,hr CRO,MF,Lazio,it Serie A,24,1996,10.9,386,451,85.6,5589,990,215,236,91.1,136,156,87.2,17,28,60.7,2,1,0.7,+1.0,6,21,1,0,17
222,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,24,1996,2.3,67,95,70.5,1318,354,27,30,90,29,40,72.5,11,23,47.8,1,0.5,0.4,+0.5,5,6,1,1,5
223,Amine Bassi,fr FRA,MFFW,Metz,fr Ligue 1,23,1997,2,85,117,72.6,1461,496,41,53,77.4,37,44,84.1,6,15,40,0,0.5,0.4,-0.5,7,13,0,0,8
224,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2004,2.2,41,53,77.4,681,108,21,24,87.5,14,16,87.5,5,8,62.5,0,0,0,0,0,2,0,0,4
225,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,25.7,1599,1810,88.3,29365,9419,666,723,92.1,720,777,92.7,177,237,74.7,2,1.6,1.7,+0.4,14,120,16,5,91
226,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,24,1996,25.4,876,1224,71.6,15095,6360,439,492,89.2,302,405,74.6,111,232,47.8,3,4.7,3.5,-1.7,47,92,32,13,78
227,Lewis Bate,eng ENG,MF,Leeds United,eng Premier League,18,2002,1.6,45,61,73.8,654,199,23,30,76.7,15,17,88.2,3,5,60,0,0,0,0,0,2,0,0,5
228,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30,1991,13.1,427,515,82.9,6418,2202,241,265,90.9,137,163,84,29,47,61.7,0,0.1,0.3,-0.1,3,34,1,0,33
229,Maximilian Bauer,de GER,DF,Greuther Fürth,de Bundesliga,21,2000,18.8,723,897,80.6,14772,5431,228,263,86.7,390,441,88.4,103,172,59.9,0,0,0.1,0,1,20,0,0,20
230,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,33,1225,1523,80.4,28367,18809,366,367,99.7,589,595,99,258,541,47.7,0,0,0.1,0,0,18,0,0,0
231,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,25,1996,24.1,950,1205,78.8,18451,7413,321,392,81.9,487,559,87.1,122,210,58.1,2,1,0.7,+1.0,8,60,8,5,69
232,Julian Baumgartlinger,at AUT,MFFW,Leverkusen,de Bundesliga,33,1988,1,62,70,88.6,1087,188,27,29,93.1,26,28,92.9,6,8,75,0,0,0,0,0,4,0,0,1
233,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,21,1999,21,514,729,70.5,8091,2264,249,315,79,190,250,76,46,87,52.9,2,3.6,2.9,-1.6,21,50,23,7,55
234,Jon Bautista,es ESP,MF,Real Sociedad,es La Liga,26,1995,0.5,6,7,85.7,60,14,6,7,85.7,0,0,,0,0,,0,0,0,0,0,0,1,0,1
235,Paul Baysse,fr FRA,MFDF,Bordeaux,fr Ligue 1,33,1988,0.1,2,4,50,47,12,0,1,0,1,1,100,1,2,50,0,0,0,0,0,0,0,0,0
236,Noah Joel Sarenren Bazee,ng NGA,MFFW,Augsburg,de Bundesliga,24,1996,2.7,30,51,58.8,452,156,16,23,69.6,9,14,64.3,2,4,50,0,0.3,0.7,-0.3,2,2,3,2,3
237,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,31,1990,9.6,208,332,62.7,3687,939,105,125,84,63,102,61.8,31,75,41.3,2,1.9,2.4,+0.1,15,14,11,8,10
238,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,de Bundesliga,27,1994,23.2,431,629,68.5,6005,1947,250,323,77.4,126,178,70.8,25,42,59.5,2,2,2.5,0,20,24,35,12,46
239,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,25,1996,34.8,1117,1428,78.2,18775,7448,515,580,88.8,493,593,83.1,77,189,40.7,1,0.7,0.7,+0.3,10,52,5,1,50
240,Mads Bech Sørensen,dk DEN,DF,Brentford,eng Premier League,22,1999,9.3,393,514,76.5,7386,3006,143,161,88.8,209,262,79.8,37,75,49.3,0,0.6,0.3,-0.6,7,19,4,3,16
241,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,26,1995,19.5,374,605,61.8,6353,1953,163,230,70.9,147,223,65.9,42,84,50,6,6.6,6.2,-0.6,41,30,46,26,48
242,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,25,1996,29.2,1201,1490,80.6,22224,8001,462,523,88.3,597,693,86.1,117,231,50.6,0,0.5,0.7,-0.5,6,81,1,1,46
243,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,24,1997,0.8,26,34,76.5,348,170,18,21,85.7,5,6,83.3,1,1,100,0,0.5,0.2,-0.5,3,2,3,0,3
244,Donny van de Beek,nl NED,MF,Everton,eng Premier League,24,1997,5.4,206,250,82.4,2732,712,112,128,87.5,73,85,85.9,3,12,25,0,0.1,0.2,-0.1,2,21,3,0,15
245,Asmir Begović,ba BIH,GK,Everton,eng Premier League,34,1987,3,39,85,45.9,1601,1416,2,2,100,14,14,100,23,68,33.8,0,0,0,0,0,0,0,0,0
246,Valon Behrami,ch SUI,MFFW,Genoa,it Serie A,36,1985,3.5,44,66,66.7,655,186,20,28,71.4,20,27,74.1,2,5,40,0,0.1,0.2,-0.1,1,5,1,0,3
247,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,30,1991,5.5,125,195,64.1,1631,373,81,111,73,35,53,66,4,9,44.4,2,1.7,0.9,+0.3,8,13,4,0,12
248,Youcef Belaïli,dz ALG,MFFW,Brest,fr Ligue 1,29,1992,9.2,271,390,69.5,5100,1639,123,148,83.1,88,119,73.9,46,85,54.1,2,3,2.3,-1,18,31,17,2,33
249,Vid Belec,si SVN,GK,Salernitana,it Serie A,31,1990,21.5,367,575,63.8,13133,11059,48,48,100,130,134,97,187,389,48.1,0,0,0.1,0,0,16,1,0,0
250,Ishak Belfodil,dz ALG,FW,Hertha BSC,de Bundesliga,29,1992,18.2,327,471,69.4,4001,741,209,277,75.5,83,120,69.2,10,17,58.8,2,2.8,1.9,-0.8,22,11,11,1,20
251,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,27,1994,25.7,826,986,83.8,14445,4109,381,430,88.6,337,396,85.1,89,117,76.1,0,1,1.3,-1,15,71,11,4,67
252,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,29,1991,31.8,1180,1545,76.4,21345,9558,496,571,86.9,567,678,83.6,105,237,44.3,0,1.4,1,-1.4,10,75,6,2,75
253,Armel Bella Kotchap,de GER,DF,Bochum,de Bundesliga,19,2001,19.6,585,765,76.5,12568,3672,157,192,81.8,334,382,87.4,90,177,50.8,0,0.1,0.1,-0.1,2,29,1,1,30
254,Raoul Bellanova,it ITA,DFFW,Cagliari,it Serie A,21,2000,27.7,667,933,71.5,11452,2964,335,407,82.3,241,333,72.4,74,127,58.3,2,3.6,2.8,-1.6,32,40,27,21,39
255,Karim Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,31,1990,7.6,200,268,74.6,3116,874,109,122,89.3,63,87,72.4,20,38,52.6,2,1.1,1.6,+0.9,9,16,8,5,20
256,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,23,1998,25.9,876,1073,81.6,14498,3130,422,472,89.4,348,404,86.1,78,130,60,3,3.5,2.4,-0.5,23,75,18,2,62
257,Héctor Bellerín,es ESP,DF,Betis,es La Liga,26,1995,22,804,1048,76.7,12134,4764,433,509,85.1,300,383,78.3,44,89,49.4,2,2.9,3,-0.9,26,49,20,7,63
258,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,18,2003,31,1256,1517,82.8,19850,4875,650,723,89.9,437,504,86.7,102,156,65.4,8,5.3,4.6,+2.7,38,104,37,3,115
259,George Bello,us USA,DF,Arminia,de Bundesliga,19,2002,4.8,130,171,76,2023,629,70,80,87.5,54,75,72,5,12,41.7,0,0.2,0.4,-0.2,2,9,1,0,9
260,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,16,2005,0.1,8,10,80,126,46,3,3,100,4,5,80,0,1,0,0,0,0,0,0,0,0,0,0
261,Andrea Belotti,it ITA,FW,Torino,it Serie A,27,1993,15.2,252,369,68.3,3263,432,167,209,79.9,64,89,71.9,8,18,44.4,1,0.9,0.6,+0.1,10,18,3,0,12
262,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,22,1999,28.9,1716,1893,90.6,31485,7076,661,720,91.8,798,840,95,196,231,84.8,0,0.4,0.8,-0.4,11,122,8,4,81
263,Hatem Ben Arfa,fr FRA,FWMF,Lille,fr Ligue 1,34,1987,3.5,132,153,86.3,1922,355,77,80,96.3,40,49,81.6,8,13,61.5,1,0.8,1.1,+0.2,6,5,4,0,7
264,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,18,2003,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
265,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,30,1990,28.1,495,688,71.9,6641,1263,299,370,80.8,145,216,67.1,20,32,62.5,5,5,4.8,0,32,32,30,0,50
266,Marco Benassi,it ITA,DFMF,Fiorentina,it Serie A,26,1994,1.8,108,133,81.2,1918,573,48,55,87.3,48,59,81.4,12,16,75,0,0.1,0.2,-0.1,1,9,1,0,7
267,Marco Benassi,it ITA,MF,Empoli,it Serie A,26,1994,4.2,117,174,67.2,1907,598,57,76,75,49,64,76.6,7,15,46.7,0,0.4,0.4,-0.4,4,14,5,0,17
268,Darío Benedetto,ar ARG,FWMF,Elche,es La Liga,31,1990,6.6,72,112,64.3,1311,310,37,48,77.1,23,35,65.7,12,17,70.6,1,0.7,0.3,+0.3,4,10,4,0,10
269,Darío Benedetto,ar ARG,FWMF,Marseille,fr Ligue 1,31,1990,0.6,9,12,75,153,32,3,4,75,5,6,83.3,0,1,0,0,0.1,0,-0.1,1,1,0,0,0
270,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,23,1997,2.7,138,187,73.8,2401,748,65,82,79.3,55,64,85.9,16,33,48.5,0,0.6,0.8,-0.6,5,15,1,0,11
271,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,28,1993,37,777,1036,75,20536,15862,213,213,100,330,337,97.9,232,481,48.2,0,0,0.1,0,0,6,1,0,0
