Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt
Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,34.8,0,0,0,,0.00,0.00,,,,0,0,0
Borja Mayoral,es ESP,FWDF,Roma,it Serie A,24,1997,1.1,0,1,0,0.0,0.94,0.00,0.00,,14.3,0,0,0
Borja Mayoral,es ESP,FW,Getafe,es La Liga,24,1997,11.6,6,16,6,37.5,1.38,0.52,0.31,0.83,16.5,0,1,1
Derek Mazou-Sacko,fr FRA,FWDF,Troyes,fr Ligue 1,16,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Pasquale Mazzocchi,it ITA,DF,Venezia,it Serie A,26,1995,13.8,0,6,0,0.0,0.43,0.00,0.00,,22.3,0,0,0
Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26,1995,14.1,0,5,2,40.0,0.35,0.14,0.00,0.00,23.6,1,0,0
Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,15.5,0,5,0,0.0,0.32,0.00,0.00,,11.0,0,0,0
Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,22,1998,33.6,28,143,59,41.3,4.26,1.76,0.17,0.41,16.9,3,4,4
Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26,1994,1.2,0,0,0,,0.00,0.00,,,,0,0,0
Amadou Mbengue,sn SEN,DFMF,Metz,fr Ligue 1,19,2002,6.8,0,3,0,0.0,0.44,0.00,0.00,,27.5,0,0,0
Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,21,1999,32.3,4,76,19,25.0,2.35,0.59,0.04,0.16,16.3,4,1,1
Jason Mbock,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Jordi Mboula,es ESP,FW,Mallorca,es La Liga,22,1999,4.8,0,5,0,0.0,1.04,0.00,0.00,,13.0,0,0,0
Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,15.8,2,33,13,39.4,2.09,0.83,0.06,0.15,18.8,0,0,0
James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,16.0,0,9,3,33.3,0.56,0.19,0.00,0.00,20.9,0,0,0
James Mcatee,eng ENG,MFFW,Manchester City,eng Premier League,18,2002,0.2,0,1,0,0.0,4.50,0.00,0.00,,10.7,0,0,0
Kasey McAteer,eng ENG,FW,Leicester City,eng Premier League,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Liam McCarron,sct SCO,FW,Leeds United,eng Premier League,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17.0,0,0,0,,0.00,0.00,,,,0,0,0
John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,1994,34.3,3,43,16,37.2,1.25,0.47,0.07,0.19,25.1,0,0,0
Weston McKennie,us USA,MF,Juventus,it Serie A,22,1998,15.2,3,23,5,21.7,1.51,0.33,0.13,0.60,16.5,0,0,0
Stuart McKinstry,sct SCO,MF,Leeds United,eng Premier League,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Kenny McLean,sct SCO,MF,Norwich City,eng Premier League,29,1992,30.1,1,33,6,18.2,1.10,0.20,0.03,0.17,20.4,0,0,0
Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21,1999,34.5,0,52,15,28.8,1.51,0.43,0.00,0.00,22.8,4,0,0
Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,24,1996,26.5,1,27,7,25.9,1.02,0.26,0.04,0.14,20.9,0,0,0
Gary Medel,cl CHI,DF,Bologna,it Serie A,33,1987,31.4,0,2,0,0.0,0.06,0.00,0.00,,11.6,0,0,0
Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,22,1999,28.8,1,9,2,22.2,0.31,0.07,0.11,0.50,9.9,0,0,0
Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,23,1997,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,20.8,0,0,0
Ben Mee,eng ENG,DF,Burnley,eng Premier League,31,1989,20.4,3,19,4,21.1,0.93,0.20,0.16,0.75,8.7,0,0,0
Admir Mehmedi,ch SUI,DF,Wolfsburg,de Bundesliga,30,1991,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Hannibal Mejbri,tn TUN,FW,Manchester Utd,eng Premier League,18,2003,0.8,0,1,1,100.0,1.32,1.32,0.00,0.00,22.9,0,0,0
Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,24,1997,0.2,0,1,0,0.0,6.43,0.00,0.00,,19.8,0,0,0
Filippo Melegoni,it ITA,MFFW,Genoa,it Serie A,22,1999,10.9,1,13,7,53.8,1.19,0.64,0.08,0.14,22.1,1,0,0
Óscar Melendo,es ESP,MFFW,Espanyol,es La Liga,23,1997,11.0,0,8,0,0.0,0.73,0.00,0.00,,17.5,0,0,0
Gonzalo Melero,es ESP,MF,Levante,es La Liga,27,1994,18.8,7,20,9,45.0,1.06,0.48,0.25,0.56,17.1,0,2,2
Birger Meling,no NOR,DF,Rennes,fr Ligue 1,26,1994,20.3,0,3,1,33.3,0.15,0.05,0.00,0.00,16.2,0,0,0
Arthur Melo,br BRA,MF,Juventus,it Serie A,24,1996,10.7,0,2,0,0.0,0.19,0.00,0.00,,19.5,0,0,0
Memphis,nl NED,FW,Barcelona,es La Liga,27,1994,20.6,12,56,29,51.8,2.72,1.41,0.14,0.28,19.4,6,4,5
Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,23,1998,35.8,0,21,5,23.8,0.59,0.14,0.00,0.00,19.6,0,0,0
Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,19,2002,18.4,0,7,1,14.3,0.38,0.05,0.00,0.00,20.6,0,0,0
Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,30,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,29,1992,20.7,1,16,4,25.0,0.77,0.19,0.06,0.25,25.5,4,0,0
Tomás Mendes,es ESP,MF,Alavés,es La Liga,16,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Brais Méndez,es ESP,MF,Celta Vigo,es La Liga,24,1997,33.6,4,56,16,28.6,1.67,0.48,0.07,0.25,19.3,3,0,0
Édgar Méndez,es ESP,FWMF,Alavés,es La Liga,31,1990,17.9,1,25,8,32.0,1.39,0.45,0.04,0.13,19.3,0,0,0
Arial Mendy,sn SEN,DFFW,Clermont Foot,fr Ligue 1,26,1994,8.8,0,10,3,30.0,1.14,0.34,0.00,0.00,21.6,0,0,0
Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,21,2000,26.8,1,14,6,42.9,0.52,0.22,0.07,0.17,21.7,0,0,0
Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,27,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0
Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0
Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,26,1995,19.3,2,12,5,41.7,0.62,0.26,0.17,0.40,19.4,0,0,0
Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,29,1992,11.5,0,1,1,100.0,0.09,0.09,0.00,0.00,25.3,0,0,0
Gideon Mensah,gh GHA,DF,Bordeaux,fr Ligue 1,23,1998,13.4,0,2,0,0.0,0.15,0.00,0.00,,11.2,0,0,0
Jorge Meré,es ESP,DF,Köln,de Bundesliga,24,1997,5.4,0,0,0,,0.00,0.00,,,,0,0,0
Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,6.9,0,0,0,,0.00,0.00,,,,0,0,0
Fran Mérida,es ESP,MF,Espanyol,es La Liga,31,1990,3.0,0,4,0,0.0,1.35,0.00,0.00,,22.6,0,0,0
Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,25,1996,32.1,3,45,15,33.3,1.40,0.47,0.07,0.20,17.3,0,0,0
Quentin Merlin,fr FRA,DFMF,Nantes,fr Ligue 1,19,2002,21.4,2,11,4,36.4,0.51,0.19,0.18,0.50,23.1,1,0,0
Martín Merquelanz,es ESP,FWMF,Rayo Vallecano,es La Liga,26,1995,1.9,0,2,0,0.0,1.04,0.00,0.00,,20.9,1,0,0
Yıldırım Mert Çetin,tr TUR,MF,Hellas Verona,it Serie A,24,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0
Dries Mertens,be BEL,FWMF,Napoli,it Serie A,34,1987,15.4,11,44,19,43.2,2.86,1.24,0.23,0.53,18.4,4,1,1
Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,37.6,0,0,0,,0.00,0.00,,,,0,0,0
Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,34,1987,23.9,6,89,29,32.6,3.72,1.21,0.07,0.21,19.1,16,0,0
Junior Messias,br BRA,FWMF,Milan,it Serie A,30,1991,15.9,5,44,17,38.6,2.77,1.07,0.11,0.29,18.0,0,0,0
Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,29,1991,15.6,2,18,6,33.3,1.16,0.39,0.11,0.33,14.3,0,0,0
Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,32,1988,13.6,1,5,1,20.0,0.37,0.07,0.20,1.00,17.2,0,0,0
Marco Meyerhöfer,de GER,DF,Greuther Fürth,de Bundesliga,25,1995,25.3,1,10,2,20.0,0.39,0.08,0.10,0.50,17.2,0,0,0
Matt Miazga,us USA,DF,Alavés,es La Liga,26,1995,9.3,0,7,3,42.9,0.76,0.32,0.00,0.00,12.6,0,0,0
Kingsley Michael,ng NGA,MF,Bologna,it Serie A,21,1999,0.8,0,1,1,100.0,1.18,1.18,0.00,0.00,35.6,0,0,0
Sven Michel,de GER,FW,Union Berlin,de Bundesliga,31,1990,3.8,3,9,3,33.3,2.40,0.80,0.33,1.00,16.9,0,0,0
Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,18,2003,0.8,0,0,0,,0.00,0.00,,,,0,0,0
Miguel,es ESP,FWMF,Alavés,es La Liga,21,1999,9.2,1,22,4,18.2,2.39,0.43,0.05,0.25,14.4,0,0,0
Valentin Mihaila,ro ROU,MFFW,Atalanta,it Serie A,21,2000,0.8,0,1,1,100.0,1.18,1.18,0.00,0.00,20.2,0,0,0
Mikael,br BRA,FWMF,Salernitana,it Serie A,22,1999,1.0,0,3,0,0.0,3.10,0.00,0.00,,17.5,0,0,0
Hilmir Mikaelsson,is ISL,FW,Venezia,it Serie A,17,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,20,2000,0.0,0,2,0,0.0,180.00,0.00,0.00,,21.2,0,0,0
William Mikelbrencis,fr FRA,DF,Metz,fr Ligue 1,17,2004,6.8,0,6,1,16.7,0.89,0.15,0.00,0.00,25.9,0,0,0
Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,23,1997,32.5,1,23,9,39.1,0.71,0.28,0.04,0.11,16.3,0,0,0
Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,27,1994,15.7,7,53,19,35.8,3.37,1.21,0.11,0.32,13.8,2,1,1
Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,26,1995,34.4,11,75,31,41.3,2.18,0.90,0.15,0.35,17.5,7,0,0
Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27.0,0,1,0,0.0,0.04,0.00,0.00,,9.6,0,0,0
Éder Militão,br BRA,DF,Real Madrid,es La Liga,23,1998,33.7,1,33,8,24.2,0.98,0.24,0.03,0.13,16.8,0,0,0
Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,30,1991,8.6,0,8,0,0.0,0.93,0.00,0.00,,26.6,4,0,0
Luis Milla,es ESP,MF,Granada,es La Liga,26,1994,30.8,3,19,3,15.8,0.62,0.10,0.00,0.00,25.6,3,3,3
Pere Milla,es ESP,MFFW,Elche,es La Liga,28,1992,18.3,8,29,14,48.3,1.59,0.77,0.28,0.57,13.1,0,0,0
Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,19,2002,0.6,0,0,0,,0.00,0.00,,,,0,0,0
James Milner,eng ENG,MFDF,Liverpool,eng Premier League,35,1986,9.5,0,10,2,20.0,1.06,0.21,0.00,0.00,23.8,0,0,0
Santi Mina,es ESP,FW,Celta Vigo,es La Liga,25,1995,26.3,7,59,21,35.6,2.24,0.80,0.12,0.33,14.8,1,0,1
Yerry Mina,co COL,DF,Everton,eng Premier League,26,1994,9.4,0,6,2,33.3,0.64,0.21,0.00,0.00,10.8,0,0,0
Takumi Minamino,jp JPN,FWMF,Liverpool,eng Premier League,26,1995,2.1,3,7,4,57.1,3.39,1.94,0.43,0.75,15.2,0,0,0
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,28,1993,35.4,1,21,5,23.8,0.59,0.14,0.05,0.20,12.3,0,0,0
Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,22,1999,9.9,0,2,1,50.0,0.20,0.10,0.00,0.00,7.3,0,0,0
Rafa Mir,es ESP,FW,Sevilla,es La Liga,24,1997,20.1,10,62,22,35.5,3.09,1.10,0.16,0.45,13.0,0,0,0
Jorge Miramón,es ESP,DF,Levante,es La Liga,32,1989,22.0,1,7,2,28.6,0.32,0.09,0.14,0.50,18.1,0,0,0
Aleksei Miranchuk,ru RUS,MFFW,Atalanta,it Serie A,25,1995,8.6,2,14,4,28.6,1.63,0.47,0.14,0.50,18.1,0,0,0
Juan Miranda,es ESP,DF,Betis,es La Liga,21,2000,8.7,0,6,2,33.3,0.69,0.23,0.00,0.00,26.5,2,0,0
Fabio Miretti,it ITA,MF,Juventus,it Serie A,17,2003,3.6,0,2,0,0.0,0.56,0.00,0.00,,16.0,0,0,0
Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,21,1999,34.5,0,4,0,0.0,0.12,0.00,0.00,,17.3,0,0,0
Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,31,1990,29.6,0,4,1,25.0,0.13,0.03,0.00,0.00,12.4,0,0,0
Maximilian Mittelstädt,de GER,DFFW,Hertha BSC,de Bundesliga,24,1997,16.6,0,10,0,0.0,0.60,0.00,0.00,,21.7,0,0,0
Henrikh Mkhitaryan,am ARM,MFFW,Roma,it Serie A,32,1989,27.7,5,55,16,29.1,1.98,0.58,0.09,0.31,21.5,0,0,0
Jakub Moder,pl POL,MF,Brighton,eng Premier League,22,1999,18.9,0,28,6,21.4,1.48,0.32,0.00,0.00,16.6,2,0,0
Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,33,1988,29.0,20,106,43,40.6,3.66,1.49,0.18,0.44,12.2,0,1,1
Marco Modolo,it ITA,DF,Venezia,it Serie A,32,1989,4.4,0,1,1,100.0,0.23,0.23,0.00,0.00,8.1,0,0,0
Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,35,1985,22.6,2,26,10,38.5,1.15,0.44,0.04,0.10,22.0,1,1,1
Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,22,1999,30.1,8,58,20,34.5,1.93,0.66,0.10,0.30,16.0,0,2,2
Kevin Möhwald,de GER,MF,Union Berlin,de Bundesliga,28,1993,3.9,0,10,2,20.0,2.54,0.51,0.00,0.00,22.3,0,0,0
Dion Moise Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,19,2001,1.4,0,5,2,40.0,3.52,1.41,0.00,0.00,11.5,0,0,0
Johan Mojica,co COL,DF,Elche,es La Liga,28,1992,31.7,2,16,3,18.8,0.50,0.09,0.13,0.67,24.1,0,0,0
Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,20,2001,1.3,0,0,0,,0.00,0.00,,,,0,0,0
Jorge Molina,es ESP,FW,Granada,es La Liga,39,1982,21.8,10,45,22,48.9,2.06,1.01,0.22,0.45,14.0,0,0,1
Nahuel Molina,ar ARG,DF,Udinese,it Serie A,23,1998,29.3,7,44,16,36.4,1.50,0.55,0.16,0.44,20.5,2,0,0
Cristian Molinaro,it ITA,DF,Venezia,it Serie A,38,1983,6.1,0,0,0,,0.00,0.00,,,,0,0,0
Florent Mollet,fr FRA,FWMF,Montpellier,fr Ligue 1,29,1991,29.2,6,55,17,30.9,1.88,0.58,0.11,0.35,21.5,12,0,0
Jon Moncayola,es ESP,MF,Osasuna,es La Liga,23,1998,32.4,2,41,12,29.3,1.27,0.37,0.05,0.17,25.5,2,0,0
Monchu,es ESP,MF,Granada,es La Liga,21,1999,7.4,0,8,1,12.5,1.08,0.13,0.00,0.00,22.8,1,0,0
Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,30,1991,25.0,3,36,12,33.3,1.44,0.48,0.08,0.25,25.6,0,0,0
Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,24,1997,11.8,1,5,1,20.0,0.42,0.08,0.20,1.00,17.1,0,0,0
Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34.0,0,0,0,,0.00,0.00,,,,0,0,0
Ángel Montoro,es ESP,MF,Granada,es La Liga,33,1988,14.8,1,21,5,23.8,1.42,0.34,0.05,0.20,23.7,0,0,0
Martín Montoya,es ESP,DF,Betis,es La Liga,30,1991,5.8,0,5,2,40.0,0.87,0.35,0.00,0.00,20.8,0,0,0
Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,24,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Álvaro Morata,es ESP,FW,Juventus,it Serie A,28,1992,25.6,9,60,24,40.0,2.35,0.94,0.13,0.33,13.1,1,1,1
Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,31,1989,5.2,0,2,0,0.0,0.38,0.00,0.00,,13.7,0,0,0
Jon Morcillo,es ESP,MFFW,Athletic Club,es La Liga,22,1998,0.6,0,1,0,0.0,1.67,0.00,0.00,,7.5,0,0,0
Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,37,1984,6.7,0,1,0,0.0,0.15,0.00,0.00,,11.1,0,0,0
Alberto Moreno,es ESP,MFDF,Villarreal,es La Liga,29,1992,13.6,3,22,10,45.5,1.62,0.74,0.14,0.30,18.0,1,0,0
Álex Moreno,es ESP,DF,Betis,es La Liga,28,1993,26.7,5,27,8,29.6,1.01,0.30,0.19,0.63,16.5,0,0,0
Gerard Moreno,es ESP,FW,Villarreal,es La Liga,29,1992,13.2,9,36,13,36.1,2.72,0.98,0.22,0.62,15.4,0,1,2
Tete Morente,es ESP,MF,Elche,es La Liga,24,1996,18.1,3,28,8,28.6,1.54,0.44,0.11,0.38,18.5,0,0,0
Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,18,2003,9.1,0,14,5,35.7,1.54,0.55,0.00,0.00,19.6,1,0,0
Ilaix Moriba,gn GUI,MF,RB Leipzig,de Bundesliga,18,2003,0.4,0,1,1,100.0,2.81,2.81,0.00,0.00,27.1,0,0,0
Manu Morlanes,es ESP,MF,Espanyol,es La Liga,22,1999,12.7,2,8,2,25.0,0.63,0.16,0.25,1.00,19.8,0,0,0
Raúl Moro,es ESP,FW,Lazio,it Serie A,18,2002,2.2,0,2,1,50.0,0.90,0.45,0.00,0.00,13.6,0,0,0
Loren Morón,es ESP,FWMF,Espanyol,es La Liga,27,1993,6.3,1,10,2,20.0,1.60,0.32,0.10,0.50,20.8,0,0,0
Loren Morón,es ESP,FW,Betis,es La Liga,27,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Tyler Morton,eng ENG,MF,Liverpool,eng Premier League,18,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0
Cristhian Mosquera,co COL,DF,Valencia,es La Liga,17,2004,2.4,0,1,0,0.0,0.42,0.00,0.00,,5.7,0,0,0
Lebo Mothiba,za RSA,FWMF,Troyes,fr Ligue 1,25,1996,5.8,2,5,2,40.0,0.86,0.34,0.20,0.50,15.4,0,1,1
Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,25,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Andrei Motoc,ro ROU,DF,Salernitana,it Serie A,19,2002,1.0,0,1,0,0.0,1.00,0.00,0.00,,24.2,0,0,0
Baptiste Mouazan,fr FRA,MF,Lorient,fr Ligue 1,19,2001,1.1,0,1,0,0.0,0.94,0.00,0.00,,23.8,0,0,0
Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2001,4.8,0,4,1,25.0,0.83,0.21,0.00,0.00,27.7,0,0,0
Youssoufa Moukoko,de GER,FWMF,Dortmund,de Bundesliga,16,2004,2.5,2,8,3,37.5,3.23,1.21,0.25,0.67,14.4,0,0,0
Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,23,1997,18.5,0,7,0,0.0,0.38,0.00,0.00,,9.0,0,0,0
Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,35,1986,7.0,0,0,0,,0.00,0.00,,,,0,0,0
Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,26,1994,25.7,9,72,23,31.9,2.80,0.90,0.10,0.30,12.8,0,2,2
Mason Mount,eng ENG,MF,Chelsea,eng Premier League,22,1999,26.3,11,75,27,36.0,2.86,1.03,0.13,0.37,17.9,6,1,1
Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,28,1992,19.7,2,37,11,29.7,1.88,0.56,0.05,0.18,16.7,0,0,0
Lys Mousset,fr FRA,MFFW,Salernitana,it Serie A,25,1996,1.8,0,2,1,50.0,1.13,0.56,0.00,0.00,21.3,0,0,0
João Moutinho,pt POR,MF,Wolves,eng Premier League,34,1986,33.0,2,20,7,35.0,0.61,0.21,0.10,0.29,24.3,4,0,0
Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,24,1996,16.8,0,14,6,42.9,0.83,0.36,0.00,0.00,16.9,0,0,0
Toni Moya,es ESP,MF,Alavés,es La Liga,23,1998,15.4,0,12,2,16.7,0.78,0.13,0.00,0.00,26.2,2,0,0
Samuel Mráz,sk SVK,FW,Spezia,it Serie A,24,1997,0.6,0,1,0,0.0,1.67,0.00,0.00,,31.7,0,0,0
Nordi Mukiele,fr FRA,DFFW,RB Leipzig,de Bundesliga,23,1997,20.5,1,22,7,31.8,1.07,0.34,0.05,0.14,12.7,0,0,0
Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,22,1999,22.7,0,9,4,44.4,0.40,0.18,0.00,0.00,22.2,0,0,0
Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30.0,0,0,0,,0.00,0.00,,,,0,0,0
Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,31,1989,28.4,8,55,26,47.3,1.94,0.91,0.15,0.31,13.2,0,0,0
Bali Mumba,eng ENG,DF,Norwich City,eng Premier League,19,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0
Marshall Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,25,1996,20.9,5,32,13,40.6,1.53,0.62,0.16,0.38,17.0,0,0,0
Iker Muniain,es ESP,MF,Athletic Club,es La Liga,28,1992,30.9,4,38,17,44.7,1.23,0.55,0.08,0.18,19.3,6,1,3
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,23,1997,14.9,0,7,0,0.0,0.47,0.00,0.00,,26.2,0,0,0
Luis Muriel,co COL,FWMF,Atalanta,it Serie A,30,1991,17.1,9,55,16,29.1,3.22,0.94,0.13,0.44,18.8,5,2,2
Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,29,1992,12.4,0,6,1,16.7,0.48,0.08,0.00,0.00,15.8,0,0,0
Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,27,1994,2.4,0,4,2,50.0,1.67,0.84,0.00,0.00,15.5,0,0,0
Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,27,1994,16.0,5,49,16,32.7,3.07,1.00,0.06,0.19,15.6,0,2,2
Jacob Murphy,eng ENG,FWDF,Newcastle Utd,eng Premier League,26,1995,16.4,1,27,5,18.5,1.65,0.31,0.04,0.20,19.3,1,0,0
Nicola Murru,it ITA,DF,Sampdoria,it Serie A,26,1994,10.9,1,3,1,33.3,0.27,0.09,0.33,1.00,16.4,0,0,0
Yunus Musah,us USA,MFFW,Valencia,es La Liga,18,2002,14.0,1,7,2,28.6,0.50,0.14,0.14,0.50,14.5,0,0,0
Torben Müsel,de GER,MF,M'Gladbach,de Bundesliga,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Jamal Musiala,de GER,MFFW,Bayern Munich,de Bundesliga,18,2003,16.3,5,41,15,36.6,2.52,0.92,0.12,0.33,16.1,0,0,0
Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,1994,32.6,0,0,0,,0.00,0.00,,,,0,0,0
Shkodran Mustafi,de GER,DF,Levante,es La Liga,29,1992,7.3,1,4,2,50.0,0.55,0.27,0.25,0.50,17.0,0,0,0
Junior Mwanga,fr FRA,DF,Bordeaux,fr Ligue 1,18,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Enock Mwepu,zm ZAM,MF,Brighton,eng Premier League,23,1998,11.1,2,19,8,42.1,1.72,0.72,0.11,0.25,20.0,0,0,0
Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,22,1999,11.7,1,8,2,25.0,0.68,0.17,0.13,0.50,19.0,0,0,0
Joakim Mæhle,dk DEN,DFMF,Atalanta,it Serie A,24,1997,16.3,1,21,4,19.0,1.28,0.24,0.05,0.25,18.8,0,0,0
Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,21,1999,31.7,4,26,5,19.2,0.82,0.16,0.15,0.80,9.0,0,0,0
Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,25,1996,13.7,0,7,1,14.3,0.51,0.07,0.00,0.00,16.6,0,0,0
Eric N'Jo,fr FRA,DF,Troyes,fr Ligue 1,17,2004,1.1,0,0,0,,0.00,0.00,,,,0,0,0
Vital N'Simba,cd COD,DF,Clermont Foot,fr Ligue 1,28,1993,31.0,1,19,5,26.3,0.61,0.16,0.05,0.20,26.3,0,0,0
Nacho,es ESP,DF,Real Madrid,es La Liga,31,1990,17.3,3,10,3,30.0,0.58,0.17,0.30,1.00,12.0,0,0,0
Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,28.5,1,7,1,14.3,0.25,0.04,0.14,1.00,10.1,0,0,0
Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,27,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0
Nahitan Nández,uy URU,MFDF,Cagliari,it Serie A,25,1995,16.9,0,20,2,10.0,1.18,0.12,0.00,0.00,20.5,0,0,0
Nani,pt POR,MFFW,Venezia,it Serie A,34,1986,3.2,0,3,0,0.0,0.94,0.00,0.00,,24.3,0,0,0
Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22.0,0,0,0,,0.00,0.00,,,,0,0,0
Nikolas Nartey,dk DEN,MFDF,Stuttgart,de Bundesliga,21,2000,4.5,0,1,0,0.0,0.22,0.00,0.00,,12.5,0,0,0
Matija Nastasić,rs SRB,DF,Fiorentina,it Serie A,28,1993,2.4,0,1,1,100.0,0.41,0.41,0.00,0.00,7.0,0,0,0
Roberto Navarro,es ESP,MFFW,Real Sociedad,es La Liga,19,2002,2.2,0,7,3,42.9,3.17,1.36,0.00,0.00,16.1,0,0,0
